No,Jenis OPTK,Kategori,NAMA OPTK,INANG/HOST,MP,DAERAH SEBAR
11,CENDAWAN,A1,"[s]: Botryotinia aclada; [a]: Botrytis aclada Fresen., 1850; Fungi, Ascomycota, Pezizomycotina, Leotiomycetes, Helotiales, Sclerotiniaceae; grey mould of onion, neck rot of onion, leaf rot of onion, small sclerotial neck rot fungus, neck rot fungus, grey mould neck rot of onion, small sclerotial onion neck rot","Allium spp., Allium cepa (bawang bombai, onion), Allium cepa var. aggregatum (bawang merah, shallot), Allium porrum (leek), Allium sativum (bawang putih, garlic)","biji (true seeds), bunga (inflorescences), daun (leaves), umbi (bulbs, tubers, corms, rhizomes), tanah (soil)","Africa: Egypt, Kenya, Morocco, South Africa, Tanzania, Zambia America: Brazil, Canada, Chile, Colombia, Costa Rica, Guatemala, Jamaica, Panama, USA, Venezuela Asia: Afghanistan, Bangladesh, China, Georgia, India, Iran, Iraq, Israel, Japan, Jordan, Nepal, Pakistan, Saudi Arabia, Republic of Korea (South Korea), Taiwan, Turkey, Vietnam Europe: Austria, Belgium, Bulgaria, Cyprus, Czechia, Finland, France, Germany, Italy, Montenegro, Netherlands, Norway, Poland, Serbia, Slovakia, Slovenia, United Kingdom Oceania: Australia, New Zealand"
12,CENDAWAN,A1,"[s]: Botryotinia porri (J.F.H. Beyma) Whetzel, 1945; [a]: Botrytis porri N.F. Buchw., 1949; (Syn. Sclerotinia porri J.F.H. Bey, a, 1927); Fungi, Ascomycota, Pezizomycotina, Leotiomycetes, Helotiales, Sclerotiniaceae; Botrytis rot of garlic, Botrytis rot of leek, seedling damping- off of onion, neck rot of onion, mycelia onion neck rot","Allium spp. Allium cepa (bawang bombai, onion), Allium porrum (bawang prei, leek), Allium sativum (bawang putih, garlic)","umbi (bulbs, tubers, corms, rhizomes), tanah (soil)","America: Canada, Chile, USA, Venezuela Asia: China, Iran, Japan Europe: Finland, Germany, Hungary, Norway, United Kingdom Oceania: Australia, New Zealand"
13,CENDAWAN,A1,"[s]: - [a]: Cercospora duddiae ""Welles, 1923; Fungi, Ascomycota, Pezizomycotina, Dothideomycetes, Mycosphaerellales,"" Mycosphaerellaceae; ""leaf spot of onion and garlic, withertip onion of and garlic, leaf spot of garlic, leaf spot of onion"" ","Allium spp., Allium cepa var. agregatum (bawang merah, shallot), Allium cepa var. ascalonicum (bawang bombai, onion), Allium sativum (bawang putih, garlic), Allium schoenoprasum (chives), Allium porrum (bawang prei, leek), Allium sativum (bawang putih, garlic) ","daun (leaves), tanaman (whole plant) ","Africa: Mauritius, Nigeria, Sierra Leone, Somalia, Uganda America: Barbados, Jamaica Asia: Brunei Darussalam, Burma, India, Malaysia, Oman, Yaman Oceania: Papua Nugini"
14,CENDAWAN,A1,"[s]: Ciborinia allii (Sawada) L.M. Kohn, 1979; (Syn. Botryotinia allii (Sawada) W. Yamam., 1956); [a]: Botrytis allii Munn, 1917; (Syn. Botrytis byssoidea J.C. Walker, 1925, Sclerotinia allii Sawada, 1919); Fungi, Ascomycota, Pezizomycotina, Leotiomycetes, Helotiales, Sclerotiniaceae; neck rot of onion","Allium spp., Allium cepa (bawang bombai, onion), Allium fistulosum (bawang daun, welsh onion), Allium porrum (bawang prei, leek), Allium sativum (bawang putih, garlic)","biji (true seeds), daun (leaves), umbi (bulbs, tubers, corms, rhizomes)","Africa: Egypt America: Brazil, Dominican Republic, USA Asia: China, Japan, Republic of Korea (South Korea), Taiwan Europe: Bulgaria, Denmark, Netherlands, Norway, Poland, United Kingdom Oceania: Australia, New Zealand"
15,CENDAWAN,A1,"""[s]: Gibberella avenacea R.J. Cook, 1967; [a]: Fusarium avenaceum (Fr.) Sacc., 1886;"" ""(Syn. Fusarium avenaceum Fr., 1832, Fusarium avenaceum f. avenaceum (Fr.) Sacc., 1886, Fusarium avenaceum f. fabalis X.Y. Ruan, Y.M. Jiang, W. Luo & J.H. Wang, 1982, Fusarium avenaceum f. fabarum X.Y. Ruan, Y.M. Jiang, W. Luo & J.H. wang, 1982,  Fusarium avenaceum f. fabae (T.F. Yu) W. Yamam., 1955, Fusarium avenaceum subsp. avenaceum (Fr.) Sacc., 1886, Fusarium avenaceum subsp. volutum (Wollenw.) Raillo., 1950, Fusarium avenaceum var. avenaceum (Fr.) Sacc., 1886, Fusarium avenaceum var. fabae T.F. Yu, 1944, Fusarium avenaceum var. herbarum (Corda) Bilai., 1955, Fusarium avenaceum var. pallens Wollenw., 1924, Fusarium avenaceum var."" volutum (Wollenw.) Wollenw. & Reinking, ""1935, Fusarium graminum var. herbarum (Corda) Wollenw., 1930, Fusarium herbarum var. avenaceum (Fr.) Wollenw., 1930, Fusarium herbarum var. volutum Wollenw., 1930, Fusarium herbarum (Corda) Fr., 1849, Fusarium herbarum var. herbarum (Corda) Fr., 1849, Fusarium paspali Hennings, Fusarium roseum f. sp. cerealis 'Avenaceum (Cooke) Snyder & Hansen, Fusarium roseum var. avenaceum (Fries) W.C. Snyder & H.N Hansen, Solenosporium herbarum Corda, 1839); Fungi, Ascomycota, Sordariomycetes; Hypocreales, Nectriaceae; Fusarium blight, head blight, stem base disease, scab, foot rot of cereals, seedling blight of cereals, stalk rot of maize"" ","Abies balsamea (balsam fir), Acacia nilotica (gum arabic tree), Albizia julibrissin (silk tree), Allium porrum (bawang ""daun, leek), Allium sativum (bawang putih, garlic), Armoracia rusticana (horseradish), Asparagus officinalis (asparagus), Avena sativa (oat, oats), Beta vulgaris (bit, beetroot), Betula pendula (common silver birch), Brassica napus var. napus (rape), Brassica oleracea var. botrytis (kembang kol, cauliflower), Brassica oleracea var. capitata (kubis, cabbage), Brassica rapa subsp. oleifera (turnip rape), Cajanus cajan (kacang gude, pigeon pea), Calendula officinalis (Pot marigold), Carum carvi (caraway), Chrysanthemum spp. (krisan, daisy), Cicer arietinum (chickpea), Consolida ambigua (rocket larkspur), Cucumis sativus (mentimun, cucumber), Cucurbita pepo (labu, zukini, zucchini), Cyamopsis tetragonoloba (guar), Dactylis glomerata (cocksfoot), Daucus carota (wortel, carrot),"" Dianthus caryophyllus (anyelir, carnation), ""Eucalyptus obliqua (messmate stringybark), Eucalyptus radiata, Fagus sylvatica (common beech), Foeniculum vulgare (fennel), Fragaria vesca (wild strawberry), Fraxinus excelsior (ash), Fritillaria, Glycine max (kedelai, soyabean), Gossypium (cotton), Helianthus annuus (bunga matahari, sun flower), Hordeum vulgare (barli, barley), Hosta, Ipomea batatas (ubi jalar, sweet potato), Juglans regla (walnut), Laburnum anagyroides (laburnum), Lens culinaris subsp. culinaris (lentil), Linum usitatissimum (flax), Lolium multiflorum (Italian ryegrass), Lolium perenne (perennial ryegrass), Lupinus (lupins), Lupinus luteus (yellow lupin), Malus domestica (apel, apple), Medicago littoralis (strand medick), Medicago rugosa,"" ""Medicago sativa (alfalfa, lucerne), Medicago tribuloides (barrel medic), Miscanthus × giganteus, Morus (melberry tree), Nicotiana tabacum (tembakau, tobacco), Onobrychis viciifolia (sainfoin), Oryza sativa (padi, paddy, rice), Panax quinquefolius (American ginseng), Persea americana (alpukat, avocado), Phaseolus vulgaris (buncis, common bean), Picea abies (common spruce), Pinus nigra (black pine), Pinus sylvestris (Scots pine), Piper betle (betel pepper), Pisum sativum (kacang kapri, pea), Populus deltoides (poplar), Prunus cerasus (kersen, sour cherry), Prunus persica (persik, peach), Prunus persica var. nucipersica (nectarine), Pseudotsuga menziesii (Douglas-fir), Pteridium aquilinum (bracken), Pyrus communis (pir, pear), Rubus idaeus (raspberry), Secale cereale (gandum hitam, rye),"" ""Solanum lycopersicum (tomat, tomato), Solanum tuberosum (kentang, potato), Strelitzia reginae (Queens bird-of- paradise), Theobroma cacao (kakao, cocoa), Trifolium fragiferum (strawberry clover), Trifolium pratense (red clover), Trifolium repens (semanggi putih, white clover), Trifolium subterraneum (subterranean clover), Triticum aestivum (gandum, wheat), Triticum turgidum (durum wheat), Vicia, Vicia (vetch), Vicia faba (kacang babi, faba bean), Zea mays (jagung, corn, maize)"" ","""akar (roots), batang (stems (above ground), trunks, branches), benih (true"" seeds, grains) buah (fruits), bunga (flowers, inflorescences, cones, calyx), polong (pods), tunas (shoots) ","""Africa: Egypt, Ethiopia, Kenya, South Africa, Tunisia America: Argentina, Brazil, Canada, Chile, Mexico, Puerto"" ""Rico, Peru, Trinidad and Tobago, USA, Venezuela Asia: China, Georgia, India, Iran, Iraq, Israel, Japan, Kazakhstan, Republic of Korea (South Korea), Lebanon, Malaysia, Sri Lanka, Taiwan, Turkey, Uzbekistan Europe: Austria, Azerbaijan, Belarus, Belgium, Bulgaria, Croatia, Czechia, Federal Republic of Yugoslavia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland, Italy, Latvia, Lithuania, Montenegro, Netherlands, Norway, Poland, Portugal, Romania, Russia, Serbia, Slovakia, Slovenia, Spain, Sweden, Switzerland, Ukraine, United Kingdom Oceania: Australia, New Zealand, Papua Nugini"" "
16,CENDAWAN,A1,"[r]: Melampsora allii-populina Kleb., 1902; (Syn. Melampsora allii- populina f. allii-populina Kleb., 1902, Puccinia allii- populina (Kleb.) Gombkötô, Iváncsics, Latos Németh & P. Reisinger, 2011, Uredo allii-populina Arthur, 1906); Basidiomycota, Pucciniomycetes, Pucciniales, Melampsoraceae; rust of garlic, rust of onion","Allium, Allium ampeloprasum (wild leek), Allium cepa (bawang bombai, onion), Allium cepa var. agregatum (bawang merah, shallot), Allium chinense (spring onion), Allium fistulosum (welsh onion), Allium porrum (leek), Allium sativum (bawang putih, garlic), Allium schoenoprasum (chives), Allium tuberosum (Oriental garlic), Allium vinale (crow garlic), Populus (poplars)","biji (true seeds), daun (leaves), umbi (bulbs)","Africa: Algeria, Egypt, Ethiopia, Kenya, Libya, Mauritius, Morocco, Mozambique, South Africa, Tanzania, Tunisia, Uganda, Zimbabwe America: Argentina, Brazil, Canada, Chile, Guatemala, Mexico, Uruguay, USA Asia: Armenia, Azerbaijan, China, DPR Korea, India, Iran, Iraq, Israel, Japan, Kazakhstan, Kyrgystan, Lebanon, Myanmar, Pakistan, Philippines, Republic of Korea (South Korea), Saudi Arabia, Syria, Taiwan, Thailand, Turkmenistan, Uzbekistan, Yemen Europe: Austria, Bulgaria, Cyprus, Czech Republic, Czechoslovakia, Denmark, Estonia, Finland, Greece, Hungary, Ireland, Italy, Latvia, Malta, Moldova, Netherlands, Norway, Poland, Portugal, Russia, Serbia, Spain, Sweden, Switzerland, Turkey, Ukraine, United Kingdom Oceania: Australia, New Zealand"
17,CENDAWAN,A1,"""[s]: - [a]: Penicillium expansum Link, 1809; (Syn. Penicillium crustaceum Link, 1809, Penicillium crustaceum var. crustaceum Link, 1809, Penicillium expansum var. expansum Link, 1809, Penicillium glaucum Stoll,"" ""Penicillium glaucum var. coremium Sacc., 1886, Penicillium glaucum var. expansum Pers., 1822, Penicillium glaucum var. fasciculatum Pers., 1822, Penicillium glaucum var. foetidum Sopp, 1912, Penicillium glaucum var. glaucum Link, 1805, Penicillium glaucum var. inodorum Sopp, 1912, Penicillium glaucum var. minor Malchevsk., 1939, Penicillium glaucum var. pallidum Sopp, 1912); Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Trichocomaceae; blue mould of stored apple, soft rot of apple, soft rot of grape, storage rot of fruit"" ","Allium cepa (bawang bombai, onion), Allium sativum (bawang putih, garlic), Beta vulgaris var. saccharifera (bit, sugar beet), Brassica oleracea var. gemmifera (Brussels sprouts), Cydonia oblonga (quince), Fragaria ananassa (stroberi, strawberry), Gossypium hirsutum ""(Bourbon cotton), Hordeum vulgare (barli, barley), Lilium (lily), Malus domestica (apel, apple), Phoenix dactylifera (date-palm), Prunus armeniaca (aprikot, apricot), Prunus avium (ceri manis, sweet cherry), Prunus domestica (prem, plum), Prunus persica (peach), Punica granatum (delima, pomegranate), Pyrus communis (pir, pear), Rheum hybridum (rhubarb), Solanum lycopersicum (tomat, tomato), Triticum aestivum (gandum, wheat), Vaccinium (blueberries), Vitis vinifera (anggur, grapevine), Zea mays (jagung, corn, maize)"" ",buah (fruits),"""Africa: Egypt, Ghana, Kenya, Mauritius, Morocco, Nigeria, South Africa, Zambia, Zimbabwe America: Argentina, Bolivia, Brazil, Canada, Chile, Honduras, Jamaica, Nicaragua, Peru, USA, Uruguay, Venezuela Asia: Armenia, Brunei Darussalam, China, DPR Korea (North Korea), Georgia, Hong"" ""Kong, India, Iran, Iraq, Israel, Japan, Kazakhstan, Malaysia, Pakistan, Philippines, Republic of Korea (South Korea), Saudi Arabia, Sri Lanka, Thailand, Turkey Europe: Belgium, Bulgaria, Cyprus, Czech Republic, Denmark, France, Greece, Italy, Latvia, Lithuania, Montenegro, Norway, Poland, Portugal, Romania, Serbia, Slovakia, Spain, Sweden, Ukraine, United Kingdom Oceania: Australia, New Zealand"" "
18,CENDAWAN,A1,""". [s]: Stromatinia cepivora (Berk.) Whetzel, 1945);"" ""[a]: Sclerotium cepivorum Berk., 1841; Fungi, Ascomycota, Pezizomycotina, Leotiomycetes, Leotiomycetidae, Helotiales, Sclerotiniaceae; white rot of onion and garlic, onion white root rot, bulb rot of onion, Allium white rot, onion white rot"" ","Allium, Allium cepa (bawang bombai, onion), Allium cepa ""var. aggregatum (bawang merah, shallot), Allium fistulosum (bawang daun, welsh onion), Allium porrum (bawang prei, leek), Allium sativum (bawang putih, garlic), Allium schoenoprasum (lokio, chives)"" ","""akar (roots), batang (stems (above"" ground), trunks, branches), umbi (bulbs), tunas (shoots) ","Africa: Egypt, Ethiopia, Libya, South Africa, Uganda, Zimbabwe ""America: Argentina, Bolivia, Brazil, Canada, Chile, Colombia, Costa Rica, Guyana, Mexico, Uruguay, USA, Venezuela Asia: China, India, Iran, Japan, Oman, Philippines, Republic of Korea (South Korea) Europe: Austria, Bulgaria, Cyprus, Czechia,  Denmark, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Montenegro, Netherlands, Norway, Poland, Portugal, Romania, Russia, Serbia, Slovakia, Spain, Sweden, Switzerland, United Kingdom Oceania: Australia, New Zealand"" "
19,CENDAWAN,A1,". [sm]: Urocystis cepulae Frost, 1877; (Syn. Tuburcinia cepulae (Frost) Liro, 1922, Tuburcinia magica (Pass.) Liro, 1922, Urocystis colchici var. capulae Cooke, 1877, Urocystis magica Pass., 1875); Fungi, Basidiomycota, Ustilaginomycotina, Ustilaginomycetes, Urocystidales, Urocystidaceae; onion smut, leek smut","Allium spp., Allium cepa (bawang bombai, onion), Allium chinense (bawang rakkyo, spring onion), Allium porrum (bawang prei, leek), Allium rothii, Allium sativum (bawang putih, garlic), Antirrhinum spp. (bunga naga, snap dragon)","batang (stems (above ground), tunas (shoots), batang (trunks), ranting (branches), umbi (bulbs, tubers, corms, rhizome), daun (leaves)","Africa: Egypt, Gabon, Morocco America: Canada, Chile, Cuba, Mexico, Peru, Puerto Rico, Saint Lucia, USA Asia: China, DPR Korea (North Korea), India, Iran, Iraq, Israel, Japan, Kazakhstan, Nepal, Pakistan, Philippines, Republic of Korea (South Korea), Tajikistan, Taiwan, Thailand Europe: Austria, Belgium, Bulgaria, Czechia, Denmark, Finlandia, France, Germany, Greece, Italy, Malta, Montenegro, Netherlands, North Macedonia, Norway, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Sweden, Switzerland, United Kingdom Oceania: Australia, New Zealand"
20,BAKTERI,A1,"""Erwinia rhapontici (Millard 1924) Burkhoder 1948; (Syn. Aplanobacter rhapontici (Millard) Elliott 1930, Bacillus rhaponthici (Millard) White 1936, Bacterium rhaponthici Millard 1924, Erwinia carotovora var. rhapontici (Millard) Dye, Pectobacterium rhapontici (Millard 1924) Patel and Kulkarni 1951, Phytomonas rhapontici Millard 1924, Pseudobacterium rhapontici (Millard) Krasil’nikov 1949, Xanthomonas rhapontici (Millard) Savulescu 1947);"" rhubarb crown rot; wheat pink seed; cereal pink grain ","""Allium cepa (bawang bombay, onion), Allium sativum (bawang putih, garlic), Amaranthus hybridus (bayam kakap, smooth pigweed), Armoracia rusticana (lobak pedas, horseradish), Beta vulgaris var. saccharifera (bit gula, sugar beet), Chamaemelum nobile, Citrus aurantium var. paradisi, Citrus aurantium var. sinensis, Citrus limon, Cichorium (chicory), Cyclamen persicum (cyclamens), Dacus carota (wortel, carrot), Dianthus (anyelir, carnation), Eutrema japonicum (wasabi, Japanese"" horseradish), Gerbera ""jamesonii (gerbera, African daisy), Hippeastrum spp., Hyacinthus orientalis (hyacinth), Lolium spp., Melissa ofificinalis (lemon balm), Mentha piperita (peppermint), Morus (mulberry tree), Morus alba (white mulberry), Pisum sativum (kapri, sweet pea), Pyrus pyrifolia (pir, Chinese pear), Rheum hybridum (rhubarb), Rheum rhaponticum, Solanum lycopersicum (tomat, tomato), Triticum (wheat), Triticum aestivum (gandum, wheat), Triticum durum (durum wheat)"" ","akar (roots), batang (stems), bibit (seedlings), biji (true seed), buah (fruits), media tanam (growing media), planlet, rimpang (rhizome), umbi lapis (corms)","America: Canada, Mexico, USA Asia: China, Iran, Israel, Japan, South Korea, Malaysia, Turkey Europe: Albania, Belgium, France, Hungary, Italy, Lithuania, Netherlands, Norway, Poland, Portugal, Russia, Switzerland, Ukraine, United Kingdom Oceania: New Zealand"
21,BAKTERI,A1,"""Pantoea agglomerans Gavini et al. 1989; (Syn. Bacterium herbicola Geilinger, Bacterium.typhi- flavum Breed, Corynebacterium beticola Abdou 1969, Enterobacter agglomerans (Beijerinck 1888) Ewig and Fife 1972, Enterobacter agglomerans pv. Millettiae (Kawakami and Yoshida 1920), Erwinia herbicola (Lohnis 1911) Dye 1964,  Erwinia herbicola pv. Millettiae (Kawakami and Yoshida 1920) Goto et al. 1980, Erwinia lathyri (Manns and Taubenhaus) Magrou"" ""1937, Erwinia mangiferae (Doidge) Bergey et al. 1923, Erwinia millettiae (Kawakami and Yoshida 1920) Magrou 1937, Erwinia vitivora (Baccarini) du Plessis 1940, Flavobacterium herbicola (Lohnis) Mack 1936, Falvobacterium rhenanum (Migula) Bergey et al. 1923, Flavobacterium trifolii (Huss) Bergey et al. 1923, Kurthia baccarinii (Macchiati) Pribram 1933, Pantoea agglomerans pv. Millettiae (Kawakami and Yoshida 1920), Phytomonas itoana (Tochinai) Magrou 1937, Pseudomonas herbicola (Lohnis) de’Rossi 1927, Pseudomonas itoana Tochinai 1932, Pseudomonas trifolii Huss 1907, Xanthomonas"" cosmosicola Rangaswami ""and Sanne Gowda 1963, Xanthomonas indica Rangaswami, Prasad and Eswaran 1961, Xanthomonas itoana (Tochinai) Dowson 1943, Xanthomonas maydis Rangaswami, Prasad and Eswaran 1961, Xanthomonas penniseti Rajagopalan and Rangaswami 1958, Xanthomonas rubrisorghi Rangaswami, Prasad and Eswaran 1961, Xanthomonas tagetis Rangaswami and Sanne Gowda 1963, Xanthomonas translucens f.sp. oryzae, Xanthomonas trifolii (Huss) James 1955); bacterial grapevine blight, bacterial rice leaf blight"" ","Abelmoschus moschatus ""(okra, lady’s finger), Allium sativum (bawang putih, garlic), Ananas comosus (nanas, pineapple), Citrus spp. (jeruk, citrus), Gossypium hirsutum (kapas, cotton), Impatiens balsamina, Juglans regia (walnut), Lathyrus odoratus, Malus domestica (apel, apple), Mangifera indica (mangga, mango), Manihot esculenta (ubi kayu, cassava), Oryza sativa (padi, paddy, rice), Pyrus communis (pir, pear), Setaria italica (jawawut, foxtail millet), Solanum"" lycopersicum (tomat, tomato), Sorghum bicolor (sorghum), Tagetes erecta (Mexican marigold), Trifolium spp. Vitis vinifera (anggur, grapevine), Westeria brachybotrys (silky wisteria), Wisteria floribunda (Japanese wisteria), Zea mays (jagung, corn, maize) ","akar (roots), batang (stems), buah (fruits), bunga (inflorescence), polong (pods), daun (leaves)","America: Barbados, Brazil, Canada, Chile, Cuba, USA, Venezuela Asia: China, Israel, Saudi Arabia Europe: Austria, Germany, Italy, Poland, United Kingdom Oceania: New Zealand"
22,BAKTERI,A1,"Pseudomonas marginalis pv. marginalis (Brown 1918) Stevens 1925; Kansas lettuce disease, leaf blight of chicory, leaf rot of lettuce, marginal lettuce leaf blight","""Aconitum napellus (aconite monkshood), Agapanthus africanus (African blue lily), Allium cepa (bawang bombay, onion), Allium chinense (spring onion, rakkyo), Allium sativum (bawang putih, garlic), Ananas comosus (nanas, pineapple), Anemone coronaria (Poppy anemone), Apium graveolens (seledri, celery), Armoracia rusticana (lobak pedas, horseradish), Beta vulgaris (bit gula, beetroot), Beta vulgaris var. cicla (chard), Brassica nigra (sawi hitam, black mustard), Brassica oleracea (kubis, cabbages), Brassica oleracea var. botrytis (bunga kol, cauliflower), Brassica oleracea var. capitata (kubis, cabbage), Brassica rapa subsp. pekinensis (sawi putih,"" Chinese cabbage), Capsicum annuum (paprika, bell pepper), Chrysanthemum vestitum (krisan, Chrysanthemum), Cichorium spp. (chicory), Cucumis sativus (mentimun, cucumber), Cucurbita spp. (pumpkin), Dahlia pinnata (garden dahlia), Daucus carota (wortel, carrot), Dianthus caryophyllus (anyelir, carnation), Eutrema wasabi (wasabi), Helianthus annuus (bunga matahari, sunflower), Hyacinthus orientalis (hyacinth), Iris germanica (German iris), Lactuca sativa (selada, lettuce), Lactuca sativa var. capitata (head lettuce), Lobelia erinus (dwarf blue lobelia), Medicago sativa (alfalfa, lucerne), Nicotiana ""tabacum (tembakau, tobacco), Nigella damascena (Love-in-a- mist), Onobrychis viciifolia (sainfoin), Papaver somniferum (Opium poppy), Pastinaca sativa (parsnip), Petroselinum crispum (peterseli, parsley), Phaseolus coccineus (runner bean), Phaseolus vulgaris (buncis, common bean), Philodendron bipinnatifidum (lacy tree philodendron), Populus spp. (poplars), Primula spp. (Primrose), Prunus amygdalus (badam, almond), Prunus persica (persik, peach), Raphanus sativus (lobak, radish), Rheum hybridum (rhubarb), Solanum lycopersicum (tomat, tomato), Solanum tuberosum (kentang, potato), Syngonium spp., Syngonium podophyllum"" (singonium, arrowhead vine), Zingiber officinale (jahe, ginger) ","akar (roots), batang (stems), bibit (seedlings/Micropropag ated plants), buah (fruits inc. pods), daun (leaves),  rimpang (rhizome), umbi (bulbs, corms, tubers)","Africa: Egypt, Ethiopia, Kenya, Nigeria, South Africa, Tanzania, Uganda, America: Argentina, Barbados, Bermuda, Brazil, Canada, USA, Venezuela. Asia: China, India, Japan, Democratic People's Republic of Korea (North Korea), Republic of Korea (South Korea), Taiwan Eropa: Austria, Belgium, France, Germany, Ireland, Italy, Netherland, Portugal, Serbia, Spain, UK, Oceacia: Australia, New Zealand"
23,BAKTERI,A1,"Xanthomonas axonopodis ""pv. allii Roumagnac et al.; (Syn. Xanthomonas campestris pv. allii); onion bacterial blight"" ","Allium spp., Allium cepa (bawang bombai, onion), Allium cepa var. aggregatum (bawang merah, shallot), Allium fistulosum (bawang daun, welsh onion), Allium porrum (bawang prei, leek), Allium sativum (bawang putih, garlic), Allium schoenoprasum (kucai, chives) ","akar (roots), batang (stems), bibit (seedling), biji (seeds), bunga (flowers), daun ""(leaves), media tanam (growing media)"" ","""Africa: Mauritius, Réunion, South Africa America: Barbados, Brazil, Cuba, Saint Kitts and Nevis, USA, Venezuela"" ""Asia: Japan, Myanmar Europe:"" "
24,MOLLICUTE,A1,"""Candidatus Phytoplasma trifolii; (Syn. Alfalfa witches' broom phytoplasma, Clover proliferation phytoplasma, Lucerne witches’ broom phytoplasma, Phytoplasma"" trifolii, broom phytoplasma); clover proliferation, ""fleabane), Cosmos spp., Croton bonplandianus, Cucumis sativus (ketimun, cucumber), Cucurbita (pumpkin), Datura innoxia (downy thorn apple), Datura stramonium (jimsonweed), Dicentra spectabilis (bleeding heart), Fragaria ananassa (strowberi, strawberry), Fragaria chiloensis (Chilean strawberry), Fragaria virginiana (scarlet strawberry), Gladiolus grandiflorus, Glycine max (kedelai, soybean), Guizotia abyssinica (niger), Helianthus annuus (sunflower), Hibiscus rosa- sinensis (China-rose), Juniperus procumbens, Lactuca sativa (lettuce), Lavandula (lavender), Lens culinaris subsp. culinaris (lentil), Lupinus polyphyllus"" ","Allamanda cathartica (yellow allamanda), Allium cepa (onion), Allium sativum (bawang putih, garlic), Amaranthus blitoides (spreading amaranth), Anemone (windflower), Apium graveolens (seledri, celery), Potato witches' Asclepias curassivica (bloodflower), Azadirachta indica (neem tree), Beta vulgaris (beetroot), Brassica juncea (mustard), Brassica napus, Brassica napus var. oleifera, Brassica oleracea (cabbages, cauliflower), Calotropis gigantean (Yercum fibre), Cannabis sativa subsp. sativa, Capsella bursapastoris (shephered’s purse), Capsicum annuum (cabai, bell pepper), Carthamus tinctorius (safflower), Catharanthus roseus (tapak dara, pink periwinkle), Celosia argentea (celosia), Centaurea solstitialis (yellow starthistle), Cicer arietinum (chickpea), Citrulus lunatus (semangka, water melon), Citrus reticulata (mandarin), Conyza canadensis (Canadian ""(garden lupin), Medicago sativa (alfalfa, lucerne), Melilotus albus (honey clover), Nicotiana tabacum (tembakau, tobacco), Phaseolus vulgaris (common bean), Phoenix dactylifera (date-palm), Physalis ixocarpa, Portulaca grandiflora (rose moss), Portulaca oleracea (purslane), Prunus amygdalus, Prunus avium (sweet cherry), Prunus persica (peach), Raphanus sativus (lobak, radish), Rubia tinctorum (rose madder), Salix spp. (willows), Salix alba (white willow), Salix babylonica (weeping willow), Salix bebbiana (bebb willow), Salix discolor, Salix exigua (sandbar willow), Salix petiolaris (meadow willow), Salsola kali (common"" ""saltwort), Saponaria officinalis (soapwort), Sauropus androgynous (katuk, sweet leaf), Senecio vulgaris, Sesamum indicum (sesame), Setaria verticillata (bristly foxtail), Solanum lycopersicum (tomat, tomato), Solanum melongena (terung, aubergine), Solanum tuberosum (kentang, potato), Sorghum halepense (Johnson grass), Trachyspermum ammi, Trifolium spp., Trifolium hybridum (alsike clover), Trifolium pratense (semanggi, purple clover), Trifolium repens (semanggi, white clover), Typha angustifolia (lesser bulrush), Ulmus americana (American elm), Verbesina encelioides (golden crownbeard), Vicia faba (faba bean), Vitis vinifera"" (grapevine), Withania somnifera (poisonous gooseberry), Zea mays (jagung, maize) ","""akar (roots), batang (stems), daun (leaves), bunga (flowers), buah (fruits), kulit kayu (bark), kultur jaringan (tissue culture), umbi (bulbs, corms, tubers),"" Vektor: Macrosteles fascifrons, Circulifer tenellus Aphrodes bicinctus, Batracomorphus punctatus, Ceratagallia nitidula, Circulifer haematoceps (Neoaliturus haematoceps), Empoasca abrupta, Euscelis incisa, Hishimonus phycitis, Macrosteles fasciform, Neoalitrurus haematoceps, Neoaliturus pulcher, Orosius albicinctus (Orosius orientalis), Orosius argentatus ","America: Canada, Mexico, USA Asia: Bangladesh, China, India, Iran, Lebanon, Korea Republic (South Korea), Syria, Turkey, Uzbekistan Europe:  Italy, Russia, Spain Oceania: Australia,"
